SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
66.97,16.122,3.825,1.669,3.015,2.605,3.815,0.598,0.00555408
67.66,15.816,3.63,1.838,2.895,2.574,3.956,0.626,0.00570024
64.198,15.392,4.24,1.628,4.686,2.71009,4.892,1.038,0.002693526
64.552,16.627,3.6549876,1.439,3.362,1.709,4.414,0.965,0.002567987
64.76,16.831,3.7071,1.909,3.134,3.09,4.388,0.821,0.004897345
66.532,14.713,4.178826,1.085,4.043,2.839874,4.633,1.249,0.001895461
63.82,16.877,4.28,1.956,4.386,2.35,3.832,0.94,0.001566783
64.387,16.07,4.6807596,1.721,5.206,2.359,3.721,1.05,0.002415504
63.34,16.755,4.626,2.036,4.376,2.38,3.763,0.988,0.001807897
67.031,16.282,3.3823482,0.703,3.461,2.594,4.402,0.858,0.000618257
55.97,16.128,7.539,5.237,6.636,2.35,2.863,1.392,0.030385831
58.37,16.319,7.239,5.015,6.054,2.44,2.977,1.369,0.029327659
55.58,15.911,7.505,5.83,6.749,2.843,2.99,1.417,0.039498278
63.92,17.119,5.348,0.773,4.098,3.356,3.822,0.919,0.003747542
61.91,17.092,5.475,1.892,4.32,3.143,3.529,0.845,0.002961202
69.269,14.68,3.317187,0.868,3.304,2.589929,4.509,0.811,0.002452401
64.917,15.973,3.61,1.512,4.328,3.08,4.835,0.785,0.002677651
64.03,16.305,5.02,1.972,4.33,1.93,3.331,0.981,0.010874304
64.84,16.211,4.86,2.004,4.344,1.709,3.555,1.098,0.00610218
67.53,16.36,2.94,0.99,3.22,3.57,3.94,0.58,0.00119822
72.069,13.291,2.27,0.599,2.378,3.7,4.863,0.522,0.000957348
61.48,16.26,6.08,2.56,5.17,3.35,3.49,1.1,0.00175392
60.05,15.62,6.23,2.44,5.22,3.27,3.45,1,0.001180973
68.47,14.04,2.97,1.14,2.97,3.12,4.15,0.58,0.001385597
67.94,14.39,3.31,0.99,3.18,3.25,4.21,0.57,0.001438112
64.45,15.7,4.27,1.89,4.14,3.18,3.77,0.73,0.003376296
55.362,14.401,7.93,5.377,7.906,3.511,3.012,1.174,0.045541702
60.28,15.907,6.55,3.616,6.053,3.01,2.724,1.008,0.014553898
61.297,16.814,5.93,2.301,5.224,3.1,3.38,1.029,0.003712464
63.82,16.61,4.24,1.74,4.55,4.27,2.5,0.89,0.002888268
76.08,13.215,0.93,0.113,0.933,4.05,4.562,0.145,0
58.4,16.68,5.971,3.86,6.48,3.51,2.35,1.12,0.005071752
58.2,16.45,6.51,4.57,6.65,3.9,1.71,0.86,0.0197316
56.2,16.52,7.09,4.85,8,3.54,1.39,0.87,0.01695456
64.5,15.5,4.23,2.25,4.3,4.1,2.51,0.57,0.00891576
62.6,15.9,4.92,3.03,5.18,4.1,2.24,0.66,0.01403136
65,16.2,3.87,1.63,3.85,4.5,2.67,0.54,0.00321552
61.3,16.2,5.45,3.65,5.66,3.95,2.09,0.71,0.01636992
56.3,16.5,7.02,4.9,7.9,3.6,1.38,0.86,0.0190008
58.45,16.95,6.41,3.79,6.29,4.09,1.67,0.86,0.01403136
58.55,16.9,6.43,3.86,6.35,4.02,1.64,0.85,0.014616
58.7,16.9,6.5,3.83,6.27,4.07,1.65,0.85,0.0131544
57.9,16.7,6.55,4.03,6.5,3.98,1.75,0.88,0.01286208
58,16.8,6.36,3.88,6.5,3.93,1.8,0.85,0.01417752
57.9,16.8,6.59,4.33,6.88,3.95,1.69,0.87,0.01636992
58,16.85,6.57,4.18,6.8,3.99,1.73,0.89,0.0160776
57.7,16.85,6.66,4.27,6.81,3.97,1.74,0.88,0.01563912
65.7,16.2,3.82,1.56,3.9,4.52,2.75,0.53,0.00306936
58,16.8,6.69,4.29,6.92,3.94,1.71,0.89,0.01666224
58.2,16.75,6.61,4.2,6.85,3.92,1.71,0.88,0.0153468
62.4,16.5,5.22,2.66,5.29,4.15,2.38,0.72,0.00862344
61.4,16.1,5.62,2.9,5.3,4.05,2.28,0.77,0.00993888
58,16.6,6.75,4.45,6.8,3.9,1.73,0.88,0.01783152
62.94,16.19,4.69,2.52,4.55,4.28,2.96,0.98,0.0014616
64.93,16.54,3.66,1.61,3.86,4.38,3.26,0.72,0.00116928
62.14,17.34,4.38,2.21,4.97,2.99,3.51,0.71,0.00482328
62.14,16.9,4.73,2.41,4.92,3.33,3.49,0.75,0.00087696
63.87,15.84,4.19,2.02,3.93,3.06,4.18,0.63,0.00102312
62.51,16.52,4.45,2.03,4.64,3.24,3.9,0.66,0.00116928
62.81,16.67,4.66,1.98,4.52,3.32,3.92,0.69,0.00116928
62.39,16.59,4.55,1.72,4.25,3.41,3.91,0.7,0.0014616
63.63,16.4,4.35,1.47,4.01,3.3,4.31,0.66,0.00102312
65.54,16.13,3.85,1.1,3.69,3.19,4.46,0.59,0.00087696
64,15.93,4.19,1.7,4.04,3.3,4.19,0.64,0.00160776
63.97,15.89,4.11,1.57,4.1,3.09,4.29,0.63,0.0007308
63.65,16.45,4.47,1.84,4.52,3.26,4.06,0.66,0.00102312
65.43,15.75,3.46,1.86,3.49,3.25,3.91,0.54,0.0014616
66.39,15.44,3.24,1.68,3.34,3.38,4.13,0.52,0.00175392
64.16,15.52,4.13,1.65,4.11,3.03,3.69,0.62,0.00818496
66.7,16.1,3.46,2.35,4.3,4.1,0.55,0.5,0.00540792
72.5,13.83,1.84,1.12,0.54,3.64,4.28,0.28,0.00175392
69.6,15,2.73,1.36,0.87,5.01,3.19,0.52,0.00043848
49.5,17.05,8.05,8.65,11.4,2.89,0.09,1.07,0.0504252
49.5,17.15,7.83,8.34,11.4,2.93,0.13,1.06,0.0496944
51.2,16.48,7.4,7.43,9.65,3.4,0.48,1.23,0.0380016
51.9,17.7,6.23,6.33,10.24,3.44,0.58,1.09,0.0482328
52,16.5,6.87,8.6,9.6,3.19,0.39,0.97,0.0533484
57.57,17.66,7.46,3.25,7.41,3.16,1.77,0.73,0.00058464
56.07,17.43,8.04,3.58,7.7,2.95,1.86,0.76,0.00087696
56.42,17.22,7.26,3.3,7.23,3.15,2.36,0.81,0.00248472
56.04,17.22,7.96,3.52,7.68,3.05,1.67,0.76,0.00087696
57.37,16.81,7.04,3.1,7.05,3.26,2.36,0.75,0.00204624
54.17,17.1,8.4,3.8,8.23,2.9,1.38,0.69,0.00160776
56.54,18.17,7.77,3.45,7.65,3.04,0.95,0.66,0.00175392
56.94,17.13,7.63,3.36,7.43,3.16,1.89,0.77,0.0007308
56.79,17.01,7.45,3.25,7.27,3.1,2.1,0.76,0.00058464
56.59,17.02,7.68,3.42,7.37,3.06,1.89,0.77,0.00087696
49.59,14.36,9.49,9.04,12.73,1.55,0.08,0.84,0.06474888
56.92,15.05,6.4,4.22,9.24,4.65,0.35,0.54,0.01037736
58.93,16.23,6.33,3.27,5.57,4.37,2.83,1.28,0.00774648
54.04,16.06,7.65,4.79,7.58,4.25,2.63,1.62,0.00789264
54.4,18.88,8.36,3.73,7.28,3.7,1.5,1.25,0.00116928
75.33,13.76,0.75,0.15,0.8,3.65,3.75,0.13,0
73.12,14.29,1.66,0.38,1.16,3.85,4.24,0.27,0.00014616
73.83,14.34,1.58,0.4,1.06,3.8,4.21,0.26,0.00014616
71.53,14.52,1.76,0.45,1.37,4.05,3.92,0.28,0.00014616
49.34,17.12,10.69,6.12,10.3,2.88,0.38,1.38,0.021924
57.36,16.91,6.69,2.34,5.53,4.09,2.09,1.09,0
61.88,16.56,5.33,2.24,4.8,4.77,3.12,1.07,0.00248472
62.5,16.2,4.67,2.28,4.7,4.13,2.75,0.683,0.00014616
62.6,15.9,4.74,2.54,4.55,4.05,2.79,0.748,0.0007308
66.19,15.55,3.25,1.2,3.02,4.08,3.72,0.57,0.00058464
63.79,16.28,4.4,2.09,4.19,4.04,3.19,0.77,0.00014616
62.15,16.69,4.92,2.37,4.75,4.12,2.89,0.81,0.00043848
56.4,17.4,7.3,3.9,6.8,3.7,2.2,1.07,0.00453096
53.1,17.3,8.3,5.2,8.7,3.5,1.5,1.42,0.01008504
64.7,16.2,3.9,1.8,3.7,4,3.6,0.67,0.003654
66.4,15.7,3.3,1.2,3,4.1,3.8,0.57,0.00204624
63.6,16.8,4.26,1.65,4.3,4.88,2.72,0.678,0.00087696
64.1,16,4.19,2.26,4.37,4.32,2.86,0.653,0.01052352
56.7,16.53,6.66,5.69,6.98,3.66,1.72,0.87,0
62.4,16,4.93,2.69,4.99,3.45,2.8,0.85,0.00087696
63.1,16,4.63,2.53,4.83,3.5,2.84,0.751,0.00321552
56.4,17.5,7.2,3.94,7.13,2.96,1.89,1.06,0.0051156
62.6,15.9,4.86,2.74,4.97,3.36,2.88,0.819,0.01841616
60.5,16.4,5.26,3.1,5.82,3.58,2.44,0.746,0.00029232
63,15.8,4.76,2.66,4.89,3.68,2.96,0.789,0.00058464
61.5,16.4,4.93,2.5,5.36,3.63,2.52,0.845,0.00233856
60.9,16.7,5.09,2.51,5.45,3.81,2.31,0.862,0.00248472
60.4,16.8,5.2,2.77,5.61,3.4,2.36,0.788,0.00613872
60.8,16.9,5.16,2.66,5.5,3.82,2.46,0.797,0.00321552
59.5,16.6,5.93,3.77,6.28,3.5,1.93,0.735,0.00058464
57.5,17.1,6.1,3.64,7.1,3.79,1.55,0.849,0.00358092
58.7,16.3,6.25,4.42,6.84,3.43,1.74,0.755,0.00277704
63.7,15.8,4.21,2.1,4.29,4.38,2.4,0.833,0.00496944
56.4,16.5,6.6,4.57,6.77,3.6,1.81,1.145,0.00277704
63,16,4.52,2.25,4.55,4.89,2.41,0.905,0.01870848
65.5,15.7,3.5,1.57,3.79,4.57,2.75,0.706,0.01870848
65.6,15.6,3.47,1.58,3.79,4.43,2.82,0.689,0.0007308
59.5,16,5.73,3.6,5.91,3.64,2.52,0.974,0.00891576
60.1,15.3,6.12,4.33,5.85,3.64,2.44,1.012,0.00774648
58.7,15.9,6.25,4.21,6.21,3.71,2.29,1.049,0.00350784
63.4,16,4.04,1.91,4.25,3.88,3.25,0.716,0.00087696
42.04,10.31,11.85,14.56,11.78,2.98,1.2,2.89,0.080431848
41.83,10.91,13.17,12.54,11.8,2.64,1.54,3.11,0.050977685
46.29,9.53,12.43,15.86,11.1,2.57,1.09,2.54,0.0781956
45.23,9.14,12.25,15.54,11.07,2.56,1.08,2.45,0.08141112
55.8,15.72,6.84,4.35,6.15,4.12,2.21,1.22,0.01827
51.1,15.7,9.18,7.08,8.1,3.38,1.11,1.2,0.04267872
52.7,16.35,7.87,6.15,8.2,3.62,1.28,1.08,0.029232
52.5,17,7.78,5.78,7.85,3.45,1.35,1.11,0.029232
48.2,13.3,8.77,10.5,9.3,2.11,2.76,1.55,0.0518868
48.35,14.15,8.85,9.44,9.18,2,3.17,1.54,0.0599256
48.7,13.23,9.22,9.32,8.7,1.96,3.43,1.51,0.0526176
50.7,17.4,5.75,6.22,8.87,3.04,1.2,0.893,0.00102312
59.86,18.15,5.37,2.24,5.61,4.25,2.88,0.89,0.00102312
56.54,18.8,6.1,2.73,6.9,4.18,1.96,0.98,0.00116928
57.08,16.97,6.64,4.67,6.96,3.8,1.84,0.88,0.00102312
44.3,12.9,12.42,11.8,10.4,2.84,1.02,2.27,0.05481
47,14.3,12.6,9.55,9.1,2.99,0.82,1.85,0.04136328
44.4,13.8,13.5,9.46,9.76,2.3,0.76,2.01,0.03347064
46.9,13.6,11.34,9.73,8.93,2.75,1.05,2.45,0.0416556
47.3,15,10.35,6.79,7.71,3.95,1.72,2.83,0.0131544
53.4,15.5,9.9,6.42,8.06,3.4,0.57,1.59,0.03478608
54.6,15.3,9.54,6.14,7.9,3.35,0.45,1.69,0.0350784
52.1,14.5,9.99,6.74,8.04,3.28,0.64,1.71,0.040194
58.06,17.18,6.5,3.82,6.34,4.04,2.42,1.01,0.00102312
52.1,14.9,10.44,7.53,8.25,3.17,0.63,1.7,0.04004784
51.7,14.8,10.8,7.32,8.45,3.23,0.79,1.86,0.03639384
46.8,14.5,10.17,7.76,7.51,4.17,3.09,3.06,0.0263088
46.9,14.4,9.9,7.92,7.84,3.42,2.95,2.94,0.0285012
46.15,12.9,10.17,12.4,7.23,3.1,2.48,2.38,0.06080256
46,13.7,10.71,10.3,7.54,3.69,2.53,2.59,0.04764816
46.3,13.4,10.26,11.4,7.02,3.83,2.66,2.38,0.0701568
47.1,14.8,10.71,9.39,8.92,3.26,2.28,2.36,0.03668616
46.4,13.7,11.16,8.61,8.69,3.7,1.69,2.6,0.03405528
58.07,17.81,6.24,2.99,6.19,4.25,2.22,0.98,0.00116928
47.7,15.2,10.53,7.04,8.81,4.01,2.07,2.81,0.03230136
49.6,15.1,10.17,8.24,7.98,3.55,1.69,2.3,0.03639384
48.6,15.2,10.35,8.18,8.18,3.78,1.8,2.43,0.03259368
47.3,14.6,10.62,9.89,8.42,3.29,1.59,2.02,0.04209408
47,14.6,10.53,9.66,8.33,3.17,1.58,2.05,0.04180176
46.5,14.5,10.53,7.57,9.07,3.75,2.01,2.71,0.03522456
47.9,14.9,10.08,8.32,8.17,3.87,1.89,2.43,0.03230136
46.4,13.9,8.81,11.2,9.87,2.73,3.22,1.63,0.06957216
46.3,13.7,8.51,10.4,9.46,2.86,3.51,1.57,0.07308
46.8,13.7,8.4,10.1,9.61,2.21,4.14,1.62,0.07410312
61.57,17.36,5.01,2.2,5,4.19,2.75,0.68,0.00131544
66.16,15.78,3.39,1.71,3.48,3.64,3.84,0.52,0.003654
65.24,16.07,3.44,1.6,3.57,3.98,3.56,0.52,0.05612544
61.3,17.4,2.61,1.96,5.08,4.33,2.24,0.553,0.00014616
54.6,17.7,2.81,3.97,7.46,3.65,1.81,0.961,0.00131544
56.2,17.9,3.6,3.52,7.01,3.66,1.53,0.832,0.00116928
58.06,16.95,6.68,3.62,6.74,3.25,2.32,0.87,0.00716184
60.96,15.44,5.82,3.45,5.94,3.37,2.61,0.97,0.01213128
57.29,18.86,6.44,2.37,6.9,3.64,2.03,0.82,0.00175392
74.05,14,1.31,0.33,1.21,3.05,4.68,0.09,0.00014616
75.44,13.85,1.22,0.29,0.93,3.3,4.44,0.05,0.0043848
57,17.85,6.93,3.55,7.15,4.22,1.13,0.84,0.00204624
64,17.05,4.54,1.93,5,4.45,1.54,0.61,0.0014616
57.8,17.8,6.57,3.5,6.58,4.5,1.23,0.85,0.00190008
60.5,17.5,5.96,2.55,6.05,4.28,1.4,0.69,0.0010962
59.85,17.9,5.82,2.72,6.04,4.5,1.2,0.73,0.0007308
63.9,16.8,4.81,2.27,4.98,4.32,1.79,0.65,0.0021924
61,17.3,5.04,2.44,5.54,4.52,1.39,0.66,0.00204624
61.5,16.48,5.4,3.23,5.46,4.2,1.71,0.71,0.00818496
59,16.35,6.24,4.03,6.18,4.1,1.49,0.8,0.0153468
62,16.3,5.15,3.41,5.22,4.3,1.71,0.69,0.01651608
55.8,16.85,7.15,4.78,7.4,3.93,1.05,0.85,0.00993888
56,17.4,6.88,4.05,7.55,4.06,1.29,0.86,0.00380016
59.5,16.3,5.85,4.1,6.7,3.97,1.45,0.77,0.0131544
65.25,15.44,4.06,2.49,4.62,4.25,1.89,0.51,0.00906192
58,16.45,6.33,4.67,6.5,4.08,1.28,0.8,0.0233856
54.2,16.55,7.47,5.81,7.4,3.62,0.94,0.88,0.03273984
57.6,17,6.41,4.18,6.66,4.23,1.31,0.86,0.0160776
57.4,16.8,6.3,4.42,6.4,4.26,1.45,0.85,0.01695456
55,15.5,7.2,5.75,8.2,3.5,1.52,0.74,0.0285012
59.2,16.5,5.76,3.7,5.65,4.08,1.54,0.76,0.01256976
63.42,17.1,4.87,1.8,4.6,2.28,3.46,0.96,0.00204624
54.6,18.3,7.38,2.88,7.86,3.15,2.17,1.21,0.003654
57.65,18.2,5.8,1.9,6.44,3.41,3.19,0.93,0.00043848
53,16.5,8.28,4.53,9.76,2.77,1.98,1.19,0.0124236
46.7,17.6,10.21,5.3,12.3,2.35,1.18,1.56,0.01300824
55.5,19,6.25,2.33,8.4,3.68,1.74,0.82,0.00116928
52.7,17.95,7.61,3.48,8.77,3.56,1.92,1.09,0.0029232
55.81,16.86,5.76,5.25,6.86,4.43,1.67,0.93,0.029232
56.81,19.44,6.66,1.89,6.67,4.18,1.49,0.9,0.00248472
60.46,17.35,4.65,2.74,5.41,4.89,2.02,0.82,0.01081584
60.453,16.762,5.05,2.337,4.966,4.84,2.866,1.122,0.00336168
63.873,15.892,4.45,1.875,4.231,4.83,3.084,0.917,0.00248472
57.694,16.91,6.04,2.926,5.917,4.99,2.517,1.224,0.00555408
57.653,16.881,5.82,2.911,5.903,4.87,2.519,1.23,0.0051156
57.535,16.812,6.05,2.889,5.96,4.85,2.552,1.212,0.0058464
58.975,16.763,5.92,3.224,6.061,4.38,2.513,1.131,0.0043848
57.551,16.714,6.11,3.401,6.35,4.33,2.426,1.186,0.00482328
58.063,16.705,5.92,3.223,6.089,4.35,2.481,1.151,0.0043848
63.865,16.489,4.25,1.848,4.2,4.56,3.21,0.8,0.0021924
58.528,16.898,5.93,2.905,5.846,4.97,2.652,1.174,0.0051156
58.453,16.767,5.85,3.067,5.902,4.51,2.631,1.17,0.00570024
57.634,16.944,6.05,3.043,6.069,4.97,2.476,1.234,0.00643104
55.257,16.989,6.92,3.974,7.267,4.59,1.78,1.393,0.01286208
56.254,17.206,6.7,3.258,6.587,4.9,1.911,1.364,0.0065772
57.078,16.96,6.15,2.835,6.046,4.89,2.374,1.281,0.00423864
57.629,16.811,5.89,2.97,5.946,4.79,2.634,1.211,0.0051156
58.078,16.945,5.94,2.924,5.894,4.79,2.596,1.197,0.0051156
69.02,16.5,1.74,0.77,3.6,4.7,1.25,0.22,0.00336168
53.44,17.89,8.71,4.64,9.97,2.23,0.32,0.77,0.00862344
51.61,15.96,10.39,4.14,8.27,4.31,1.23,2.03,0.00467712
59.81,16.6,5.85,1.92,4.08,5.91,2.29,1.37,0.00306936
61,16.76,5.51,1.8,3.81,6.12,2.35,1.32,0.00233856
61.56,16.74,5.44,1.74,3.73,6.18,2.38,1.29,0.00277704
61.83,16.33,5.27,1.69,3.73,5.96,2.42,1.24,0.00467712
61.47,16.77,5.56,1.75,3.86,6.27,2.39,1.33,0
60.82,16.49,5.4,1.7,3.67,6.17,2.39,1.3,0
60.92,16.83,5.43,1.75,3.67,6.17,2.35,1.3,0
61.01,16.71,5.58,1.83,3.94,6.1,2.32,1.31,0
50.82,15.6,10.41,5.22,10.26,3.41,0.03,1.27,0.00847728
50,15.37,12.14,5.17,11.18,2.3,0.08,1.45,0.00555408
53.4,14.21,7.91,6.49,9.39,4.72,0.56,0.92,0.03887856
61.5,16.5,5.44,3.32,5.85,4.24,0.95,0.56,0.012867926
70.8,14.3,3,1.14,2.5,3.1,4.3,0.61,0.002133936
68,15.4,3.2,1.46,3.1,3.4,4.4,0.67,0.002674728
70.7,14.7,2.6,1.16,2.6,3.3,4.1,0.59,0.001929312
70.2,14.6,3.1,1.27,2.7,3,4.2,0.63,0.002221632
68.2,14.9,4.3,1.46,2.6,3.2,4.1,0.88,0.00321552
70.4,14.6,2.9,1.16,2.6,3.3,4.2,0.59,0.001987776
70,15,2.8,0.95,2.5,3.5,4.5,0.54,0.001739304
69.1,15.5,3.1,1.26,2.6,3.1,4.6,0.62,0.002280096
69.6,15.1,2.8,1.18,3.1,3.5,3.8,0.58,0.001724688
69.5,15.2,3.2,1.14,2.6,3.2,4.2,0.64,0.002250864
68.9,15.1,3.3,1.25,2.8,3.4,4.4,0.66,0.002104704
69.4,15.1,3.2,1.23,2.7,3.3,4.3,0.64,0.00248472
70.8,14.5,2.9,1.13,2.5,3.1,4.2,0.59,0.001841616
69.2,15.1,3,1.19,2.7,3.3,4.6,0.61,0.002104704
69.9,14.8,3,1.19,2.7,3.4,4.2,0.61,0.001929312
70.3,15,2.5,1.2,2.6,3.3,4.3,0.61,0.002250864
68.9,15.6,3,1.11,2.9,3.3,4.4,0.59,0.00226548
69.5,15.3,3.1,0.69,2.6,3.5,4.5,0.6,0.006401808
68.3,15.9,2.8,1.08,2.9,3.6,4.6,0.57,0.002017008
69.5,15.2,3,0.77,2.6,3.4,4.5,0.58,0.003785544
70.1,15.1,2.7,0.99,2.4,3.3,4.7,0.52,0.00190008
63.9,16.5,4.9,2.22,4.1,3.4,3.4,1.08,0.002513952
69.8,15.3,2.9,0.9,2.5,3.3,4.6,0.57,0.001563912
75.47019339,12.13896582,2.150597012,0.26606784,1.892824823,2.969236161,3.465963573,0.383420956,0.002792207
72.4700726,14.94222057,2.329460085,0.425997641,1.873582041,2.952708767,4.347800567,0.401770287,0.000948476
73.968761,13.3431263,2.81976165,0.3158376,2.287798,2.96,3.6959073,0.5547404,0.004437731
69.29577932,15.23766335,2.406531695,0.916001706,2.40162633,3.730079078,4.420834462,0.493539717,0.000608047
70.37178542,14.6113467,2.67529434,0.464586523,2.257568709,3.113333062,4.559383754,0.541012011,0.002879352
70.70874139,15.1016547,2.68,0.778601953,2.215943463,3.682495136,4.16597371,0.52880469,0.002642308
69.73189244,14.98217041,3.233244153,1.164887703,2.557710142,3.855727868,3.662084198,0.556725551,0.004755301
63.79608191,14.90555134,4.57,3.696689487,4.546364303,3.35,3.385611858,0.718800733,0.02236198
63.01500253,15.2535596,4.567000975,4.298721276,4.800423454,3.296324353,3.293302051,0.721322811,0.029064881
69.376609,15.509748,2.79908208,1.0807974,2.5737633,3.3767286,4.5654022,0.5526111,0.0022035
66.08,16.69869103,2.93,1.340005855,3.112435771,3.45,4.045454274,0.598271407,0.002330576
67.72412067,16.18828547,2.59,1.037307613,2.998356413,3.36,4.180664014,0.53639856,0.00190008
67.38467297,15.38437359,2.73,1.18466275,3.100222827,3.0922,4.368126662,0.545127589,0.002193818
69.28357525,15.72215931,2.555841524,0.992668324,2.593942918,3.66,4.677835173,0.503954441,0.002234786
67.05482726,16.94980074,2.892082632,1.255879764,3.056821516,3.508328087,4.117455195,0.588788975,0.002328212
67.52418226,15.92273293,3.465482162,1.306558865,2.859177842,3.48,4.344689516,0.663955594,0.002914004
69.71413877,15.25110089,2.945880611,1.034331415,2.740424322,3.55,3.963090668,0.571047626,0.001263615
68.94418051,15.90903553,3.059963497,0.879646514,2.788730778,3.65,4.110713825,0.59916494,0.001816597
74.19639354,13.57805056,2.187904217,0.321588053,2.361662262,2.97,3.538473543,0.472332452,0.000658889
71.96292,12.487743,2.4703947,0.886824,2.445885,2.75,3.100833,0.491211,0.002178905
70.515536,14.641456,3.22,1.203128,2.37057,2.81,4.3169864,0.6341912,0.002277173
71.40616743,14.53978183,2.839044071,1.04640827,2.742241127,3.2,3.647160341,0.604636685,0.002344341
69.81690617,15.28531017,3.061015655,0.687321945,1.962618416,2.75,4.765634905,0.540328314,0.002540862
70.17773717,15.0323157,2.469500946,0.877600426,2.433851584,3.4,4.232478004,0.437285368,0.002998202
70.79779529,15.18153985,2.104448227,0.894106331,2.15864264,3.54,4.533454008,0.458724247,0.002053944
76.46533024,12.23969641,2.370495824,0.652420792,2.093393454,2.71,3.22580234,0.453770257,0.00193226
68.60663833,15.67993491,3.542712672,1.270828968,2.635308565,3.41,4.263621117,0.647498436,0.0024699
67.8767918,15.96941155,3.350164975,1.286086581,2.659723658,3.3631466,4.14506309,0.639017981,0.001712802
70.65423469,14.5858021,2.702796845,1.09552397,2.41196852,3.29,4.770472242,0.564911071,0.00189367
68.82298364,15.36662335,3.058687882,1.087733973,2.691765638,3.170970098,3.943912857,0.627577389,0.002239887
69.97321324,14.88997714,2.741356909,1.289563973,2.636598741,3.36657866,4.382904294,0.577732726,0.001965414
69.31854727,15.48725179,2.840347756,0.98654485,2.692215793,3.24,4.142486801,0.581911226,0.002130852
69.1180897,15.7670312,2.820909,0.967191733,2.732015652,3.502558443,4.283134343,0.574897161,0.000886942
67.82948093,15.65195567,2.86259838,1.126652385,2.489651404,3.75650942,4.635799014,0.586860709,0.00190008
68.34083886,15.67801564,2.882819171,1.06103135,2.50078777,3.748175901,4.619844715,0.613173924,0.002029999
68.09350557,15.83672408,2.799577774,1.191160484,2.548622601,3.724755829,4.657447512,0.612110224,0.001644592
67.81784511,15.86567952,3.205477945,1.189222876,2.969039546,3.813749376,4.327003506,0.64583641,0.002232821
68.68319623,15.99736513,3.037105429,1.100814243,2.800615672,3.63,4.288067129,0.625030107,0.002376078
69.52249577,15.200068,3.11449122,1.184003181,2.720795085,3.53,4.116873539,0.620144281,0.0024138
70.3354578,14.58928514,3.081946316,1.287408008,2.527617751,3.26,4.269936701,0.611569015,0.002425863
69.81139892,15.20577323,2.94,1.103082732,2.549616132,3.43,4.332529156,0.571744347,0.002294712
69.71394297,15.17804787,3.034707194,1.160060866,2.626931261,3.38,4.056703772,0.631666677,0.002333508
70.12290244,14.45626194,2.977690012,1.306191058,2.368167962,3.26,4.301614463,0.636375473,0.002104484
68.02,14.78,2.82,1.08,2.35,3.47,5.19,0.69,0.00105966
68.141672,16.0192,3.12494544,1.0983164,2.758306,3.71,4.495388,0.6287536,0.002299707
68.38719,15.5752206,2.72,1.1179554,2.2755114,3.96,5.0902002,0.568624,0.00102312
69.49508642,15.74179008,2.61,1.080876655,2.310069091,3.2527,5.016324174,0.564819004,0.001615068
68.48073092,15.9404137,2.871439547,0.950230283,2.624159156,3.58,4.239951578,0.58938334,0.001865424
67.683498,15.7362618,3.09392964,1.1421969,2.8065121,4.18,4.4375006,0.6271479,0.00230151
68.35780127,15.94077808,2.840590602,1.015572918,2.73732562,3.84,4.350589821,0.596686759,0.00207787
68.05217091,16.07913101,2.888104441,0.88174909,2.644244141,3.487874385,4.39169228,0.600873384,0.001711059
67.2324977,15.67845208,2.863392206,1.165687941,2.704720671,3.864321469,4.796668917,0.604656234,0.001666385
56.35,16.54,6.94,4.17,6.46,4.15,2.4,1.46,0.00175392
60.53,15.95,5.63,3.09,5.41,4.4,3.23,1.23,0.00467712
51.4,15.51,8.64,5.98,7.82,3.29,1.48,1.51,0.0014616
56.8,14.82,1.43,6.48,6.12,2.9,3.7,1.17,0
48.2,15.08,8.54,13.44,9.02,1.96,0.42,0.69,0.11093544
49.14,14.01,8.5,15.05,8.59,1.92,0.44,0.66,0.15010632
50.69,15.12,8.18,11.99,9.28,2.21,0.51,0.75,0.1183896
49.82,15.49,8.38,12.24,9.13,2.18,0.47,0.77,0.1271592
50.72,18.53,8.81,6.17,7.96,2.66,0.74,1.06,0.03025512
49.12,17.98,8.83,8.14,9.27,2.55,0.48,1.01,0.02937816
48.94,18.25,8.74,8,9.23,2.52,0.45,0.99,0.02952432
50.62,17.23,8.73,8.14,8.99,2.94,0.67,1.06,0.03230136
66.18,16.15,3,1.99,3.98,4.58,2.18,0.53,0.006986448
65.47,16.05,3.07,2.03,4.11,4.59,2.16,0.54,0.007395696
66.12,16.17,3.1,2.04,4.12,4.57,2.17,0.54,0.00723492
65.25,16.26,3.21,2.21,4.25,4.54,2.13,0.55,0.008667288
58.69463775,16.89017834,6.614051817,3.773661466,6.228570269,3.80409422,2.678082331,0.89269411,0.010861919
54.98570878,17.5852912,7.875372484,4.966451116,8.037542316,3.81099106,1.337901117,0.902069692,0.010704867
54.07456118,17.22899489,8.37675148,5.74637058,8.872477111,3.39926147,1.001568112,0.849815367,0.012962133
53.30563858,17.96443589,8.399614975,5.359947312,8.896094027,3.566543391,1.063883682,0.952429201,0.012539809
63.25181959,17.6223975,4.628924689,1.837358265,4.953761509,4.852250003,1.806904813,0.588766737,0.003238866
53.31026575,17.78349997,9.354442857,4.636987266,8.087066728,3.782011306,1.247259048,1.237200507,0.008265092
54.94527644,17.42486848,8.707395239,4.827363796,7.195694677,3.890109447,1.400842521,1.068268397,0.011324603
